Query,COG Category,GO terms
#query,COG_category,GOs
fig|195.2092.peg.582,F,-
fig|195.2092.peg.1141,S,-
fig|195.2092.peg.455,-,-
fig|195.2092.peg.164,J,-
fig|195.2092.peg.1548,-,-
fig|195.2092.peg.456,-,-
fig|195.2092.peg.1332,F,-
fig|195.2092.peg.822,L,-
fig|195.2092.peg.1226,J,-
fig|195.2092.peg.184,-,-
fig|195.2092.peg.1252,EGP,-
fig|195.2092.peg.1573,Q,-
fig|195.2093.peg.1589,U,-
fig|195.2093.peg.430,E,-
fig|195.2093.peg.1639,U,-
fig|195.2093.peg.1054,NU,-
fig|195.2094.peg.639,HJ,-
fig|195.2094.peg.1762,E,-
fig|195.2094.peg.356,P,-
fig|195.2094.peg.1662,H,-
fig|195.2094.peg.1424,S,-
fig|195.2094.peg.1312,C,-
fig|195.2094.peg.903,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2094.peg.1749,G,-
fig|195.2094.peg.1371,NT,-
fig|195.2094.peg.1423,H,-
fig|195.2094.peg.1800,S,-
fig|195.2094.peg.1718,NT,-
fig|195.2094.peg.1416,C,-
fig|195.2094.peg.1797,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2094.peg.499,S,-
fig|195.2095.peg.978,U,-
fig|195.2095.peg.306,P,-
fig|195.2095.peg.1745,M,-
fig|195.2095.peg.1524,-,-
fig|195.2095.peg.1426,E,-
fig|195.2095.peg.1328,L,-
fig|195.2095.peg.1823,M,-
fig|195.2095.peg.20,-,-
fig|195.2095.peg.880,S,-
fig|195.2095.peg.121,M,-
fig|195.2095.peg.1821,KLT,-
fig|195.2095.peg.1329,L,-
fig|195.2095.peg.1822,E,-
fig|195.2095.peg.979,U,-
fig|195.2095.peg.1666,M,-
fig|195.2095.peg.1610,S,-
fig|195.2095.peg.1260,KLT,-
fig|195.2095.peg.1810,M,-
fig|195.2095.peg.1301,V,-
fig|195.2095.peg.1487,I,-
fig|195.2095.peg.218,V,-
fig|195.2095.peg.797,-,-
fig|195.2095.peg.1774,J,-
fig|195.2095.peg.1182,-,-
fig|195.2095.peg.1525,-,-
fig|195.2095.peg.1805,V,-
fig|195.2096.peg.539,P,-
fig|195.2096.peg.1739,E,-
fig|195.2096.peg.538,P,-
fig|195.2096.peg.1263,G,-
fig|195.2096.peg.1260,P,-
fig|195.2096.peg.1741,-,-
fig|195.2096.peg.1262,G,-
fig|195.2096.peg.1656,M,-
fig|195.2096.peg.1062,EGP,-
fig|195.2096.peg.398,S,-
fig|195.2096.peg.1502,L,-
fig|195.2096.peg.1733,-,-
fig|195.2096.peg.1742,G,-
fig|195.2096.peg.1061,EGP,-
fig|195.2096.peg.1435,S,-
fig|195.2096.peg.885,S,-
fig|195.2096.peg.928,IQ,-
fig|195.2097.peg.700,M,-
fig|195.2097.peg.1800,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2097.peg.1692,O,-
fig|195.2097.peg.1798,S,-
fig|195.2097.peg.1127,S,-
fig|195.2097.peg.1490,S,-
fig|195.2097.peg.1796,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2097.peg.1639,U,-
fig|195.2097.peg.1795,NT,-
fig|195.2097.peg.1633,O,-
fig|195.2097.peg.701,M,-
fig|195.2097.peg.1075,S,-
fig|195.2097.peg.1797,NT,-
fig|195.2098.peg.1860,S,-
fig|195.2098.peg.381,S,-
fig|195.2098.peg.382,S,-
fig|195.2098.peg.1199,I,-
fig|195.2098.peg.1841,S,-
fig|195.2098.peg.1463,S,-
fig|195.2098.peg.1592,J,-
fig|195.2098.peg.590,G,-
fig|195.2098.peg.1200,I,-
fig|195.2098.peg.1856,S,-
fig|195.2098.peg.889,K,-
fig|195.2098.peg.893,-,-
fig|195.2099.peg.61,NT,-
fig|195.2099.peg.1239,-,-
fig|195.2100.peg.1618,L,-
fig|195.2100.peg.1818,S,-
fig|195.2100.peg.529,P,-
fig|195.2100.peg.1807,S,-
fig|195.2100.peg.1463,L,-
fig|195.2100.peg.1750,F,-
fig|195.2100.peg.269,S,-
fig|195.2100.peg.920,Q,-
fig|195.2100.peg.200,E,-
fig|195.2100.peg.1304,Q,-
fig|195.2100.peg.1782,I,-
fig|195.2100.peg.1250,M,-
fig|195.2100.peg.1773,P,-
fig|195.2100.peg.1653,U,-
fig|195.2100.peg.1796,F,-
fig|195.2100.peg.1735,L,-
fig|195.2100.peg.201,E,-
fig|195.2100.peg.1587,F,-
fig|195.2100.peg.1441,U,-
fig|195.2101.peg.1613,L,-
fig|195.2101.peg.998,N,-
fig|195.2101.peg.1112,P,-
fig|195.2101.peg.908,M,-
fig|195.2101.peg.1659,S,-
fig|195.2101.peg.1428,O,-
fig|195.2101.peg.909,J,-
fig|195.2101.peg.1700,J,-
fig|195.2101.peg.446,E,-
fig|195.2101.peg.1779,K,-
fig|195.2101.peg.1784,L,-
fig|195.2101.peg.693,V,-
fig|195.2101.peg.674,L,-
fig|195.2101.peg.1773,D,-
fig|195.2101.peg.1771,K,-
fig|195.2101.peg.1660,O,-
fig|195.2101.peg.1717,M,-
fig|195.2101.peg.1681,E,-
fig|195.2101.peg.1612,S,-
fig|195.2101.peg.1796,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2101.peg.445,E,-
fig|195.2101.peg.1530,S,-
fig|195.2102.peg.1855,-,-
fig|195.2102.peg.1760,S,-
fig|195.2102.peg.99,M,-
fig|195.2102.peg.570,F,-
fig|195.2102.peg.1646,NOU,-
fig|195.2102.peg.1759,S,-
fig|195.2102.peg.1406,-,-
fig|195.2102.peg.964,L,-
fig|195.2102.peg.1758,S,-
fig|195.2102.peg.963,L,-
fig|195.2102.peg.1857,S,-
fig|195.2102.peg.495,P,-
fig|195.2102.peg.12,S,-
fig|195.2102.peg.1843,G,-
fig|195.2102.peg.1850,S,-
fig|195.2102.peg.98,M,-
fig|195.2102.peg.866,L,-
fig|195.2102.peg.1811,G,-
fig|195.2102.peg.1849,S,-
fig|195.2102.peg.1837,E,-
fig|195.2102.peg.1813,M,-
fig|195.2102.peg.1396,V,-
fig|195.2102.peg.1856,-,-
fig|195.2102.peg.199,V,-
fig|195.2102.peg.1825,-,-
fig|195.2102.peg.494,P,-
fig|195.2102.peg.1827,S,-
fig|195.2102.peg.1858,S,-
fig|195.2102.peg.1398,IQ,-
fig|195.2102.peg.1722,U,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"
fig|195.2102.peg.865,L,-
fig|195.2102.peg.1397,H,-
fig|195.2102.peg.1582,S,-
fig|195.2104.peg.1804,KLT,-
fig|195.2104.peg.94,E,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008270,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0034200,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0046872,GO:0046914"
fig|195.2104.peg.1858,S,-
fig|195.2104.peg.1695,S,-
fig|195.2105.peg.724,D,-
fig|195.2105.peg.1842,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2105.peg.1805,U,-
fig|195.2105.peg.725,D,-
fig|195.2105.peg.1854,S,-
fig|195.2105.peg.1014,P,-
fig|195.2105.peg.1010,G,-
fig|195.2106.peg.77,G,-
fig|195.2106.peg.721,U,-
fig|195.2106.peg.1758,I,-
fig|195.2106.peg.1745,S,-
fig|195.2106.peg.1798,NT,-
fig|195.2106.peg.717,U,-
fig|195.2106.peg.1757,I,-
fig|195.2106.peg.1799,-,-
fig|195.2107.peg.171,-,-
fig|195.2107.peg.1758,U,-
fig|195.2107.peg.639,P,-
fig|195.2107.peg.1757,U,-
fig|195.2107.peg.1687,L,-
fig|195.2107.peg.640,P,-
fig|195.2108.peg.1748,S,-
fig|195.2108.peg.987,J,-
fig|195.2108.peg.1745,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2109.peg.30,V,-
fig|195.2109.peg.1515,S,-
fig|195.2109.peg.855,C,-
fig|195.2110.peg.1771,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2110.peg.1712,U,-
fig|195.2110.peg.1763,-,-
fig|195.2110.peg.1723,I,-
fig|195.2110.peg.1508,E,-
fig|195.2110.peg.203,E,-
fig|195.2110.peg.141,T,-
fig|195.2110.peg.1647,M,-
fig|195.2110.peg.202,E,-
fig|195.2110.peg.140,T,-
fig|195.2111.peg.1968,G,-
fig|195.2111.peg.341,V,-
fig|195.2111.peg.685,NT,-
fig|195.2111.peg.1938,L,-
fig|195.2111.peg.1888,-,-
fig|195.2111.peg.1939,NT,-
fig|195.2111.peg.1956,M,-
fig|195.2111.peg.924,K,-
fig|195.2111.peg.891,-,-
fig|195.2111.peg.1973,S,-
fig|195.2111.peg.1927,L,-
fig|195.2111.peg.1945,L,-
fig|195.2111.peg.1975,L,-
fig|195.2111.peg.356,V,-
fig|195.2111.peg.1673,U,-
fig|195.2111.peg.889,S,-
fig|195.2111.peg.1896,-,-
fig|195.2111.peg.1944,S,-
fig|195.2111.peg.1936,M,-
fig|195.2111.peg.1878,S,-
fig|195.2111.peg.1407,S,-
fig|195.2111.peg.1937,S,-
fig|195.2111.peg.915,-,-
fig|195.2111.peg.1961,L,-
fig|195.2111.peg.1672,U,-
fig|195.2111.peg.1954,S,-
fig|195.2111.peg.1916,L,-
fig|195.2111.peg.340,V,-
fig|195.2111.peg.1064,-,-
fig|195.2112.peg.1432,S,-
fig|195.2112.peg.1445,S,-
fig|195.2112.peg.1834,S,-
fig|195.2112.peg.811,H,-
fig|195.2112.peg.1634,NT,-
fig|195.2112.peg.1431,S,-
fig|195.2112.peg.1625,S,-
fig|195.2112.peg.1552,-,-
fig|195.2112.peg.1800,U,-
fig|195.2112.peg.1475,V,-
fig|195.2112.peg.1804,NU,-
fig|195.2113.peg.354,G,-
fig|195.2113.peg.369,S,-
fig|195.2113.peg.477,L,-
fig|195.2113.peg.1915,S,-
fig|195.2113.peg.1890,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2113.peg.476,L,-
fig|195.2113.peg.358,M,-
fig|195.2113.peg.1006,C,-
fig|195.2113.peg.360,S,-
fig|195.2113.peg.363,M,-
fig|195.2113.peg.355,V,-
fig|195.2113.peg.1906,S,-
fig|195.2113.peg.488,K,-
fig|195.2113.peg.347,P,-
fig|195.2113.peg.368,GM,-
fig|195.2113.peg.487,C,-
fig|195.2113.peg.925,E,-
fig|195.2113.peg.1528,S,-
fig|195.2113.peg.367,M,-
fig|195.2113.peg.348,G,-
fig|195.2113.peg.1914,E,-
fig|195.2113.peg.268,S,-
fig|195.2113.peg.508,K,-
fig|195.2113.peg.1920,E,-
fig|195.2113.peg.1529,L,-
fig|195.2113.peg.352,M,-
fig|195.2113.peg.498,P,-
fig|195.2113.peg.974,M,-
fig|195.2113.peg.351,S,-
fig|195.2113.peg.1273,E,-
fig|195.2113.peg.1917,S,-
fig|195.2113.peg.349,P,-
fig|195.2113.peg.356,S,-
fig|195.2113.peg.328,S,-
fig|195.2113.peg.505,C,-
fig|195.2113.peg.769,U,-
fig|195.2113.peg.506,C,-
fig|195.2113.peg.773,U,-
fig|195.2113.peg.1891,S,-
fig|195.2113.peg.1543,U,-
fig|195.2113.peg.1532,U,-
fig|195.2113.peg.353,M,-
fig|195.2113.peg.1372,S,-
fig|195.2113.peg.267,S,-
fig|195.2113.peg.1856,J,-
fig|195.2113.peg.1573,H,-
fig|195.2113.peg.1254,-,-
fig|195.2113.peg.991,C,-
fig|195.2113.peg.1911,S,-
fig|195.2113.peg.359,S,-
fig|195.2113.peg.357,M,-
fig|195.2113.peg.1823,I,-
fig|195.2113.peg.1253,EGP,-
fig|195.2113.peg.1415,S,-
fig|195.2113.peg.1549,IQ,-
fig|195.2113.peg.1648,O,-
fig|195.2113.peg.507,EGP,-
fig|195.2113.peg.1574,H,-
fig|195.2113.peg.1416,S,-
fig|195.2113.peg.990,C,-
fig|195.2113.peg.350,P,-
fig|195.2113.peg.1901,S,-
fig|195.2113.peg.361,M,-
fig|195.2113.peg.1442,-,-
fig|195.2113.peg.365,M,-
fig|195.2113.peg.370,M,-
fig|195.2113.peg.989,S,-
fig|195.2113.peg.1441,-,-
fig|195.2113.peg.965,M,-
fig|195.2113.peg.366,M,-
fig|195.2114.peg.1910,M,-
fig|195.2114.peg.1896,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2114.peg.821,S,-
fig|195.2114.peg.606,C,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"
fig|195.2114.peg.944,N,-
fig|195.2114.peg.1657,-,-
fig|195.2114.peg.1876,S,-
fig|195.2114.peg.1768,L,-
fig|195.2114.peg.627,S,-
fig|195.2114.peg.1894,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2114.peg.980,S,-
fig|195.2114.peg.1362,V,-
fig|195.2114.peg.886,-,-
fig|195.2114.peg.1867,-,-
fig|195.2114.peg.1743,S,-
fig|195.2114.peg.1815,S,-
fig|195.2114.peg.1816,L,-
fig|195.2114.peg.885,-,-
fig|195.2114.peg.626,L,-
fig|195.2114.peg.1904,-,-
fig|195.2114.peg.1891,S,-
fig|195.2114.peg.822,S,-
fig|195.2114.peg.1359,M,-
fig|195.2114.peg.1608,P,-
fig|195.2114.peg.1767,L,-
fig|195.2114.peg.1885,L,-
fig|195.2114.peg.1902,S,-
fig|195.2114.peg.1866,-,-
fig|195.2114.peg.1360,M,-
fig|195.2115.peg.1589,Q,-
fig|195.2115.peg.794,O,-
fig|195.2115.peg.758,S,-
fig|195.2115.peg.1756,N,-
fig|195.2115.peg.795,O,-
fig|195.2115.peg.1485,T,-
fig|195.2116.peg.1747,-,-
fig|195.2116.peg.424,-,-
fig|195.2116.peg.1074,-,-
fig|195.2116.peg.762,E,-
fig|195.2116.peg.184,P,-
fig|195.2116.peg.423,-,-
fig|195.2116.peg.758,C,-
fig|195.2116.peg.185,P,-
fig|195.2116.peg.445,S,-
fig|195.2117.peg.715,NT,-
fig|195.2117.peg.874,-,-
fig|195.2117.peg.1804,S,-
fig|195.2117.peg.976,S,-
fig|195.2117.peg.440,E,-
fig|195.2117.peg.1748,E,-
fig|195.2117.peg.1811,E,-
fig|195.2117.peg.1680,-,-
fig|195.2117.peg.1798,S,-
fig|195.2117.peg.1581,I,-
fig|195.2117.peg.254,-,-
fig|195.2117.peg.785,-,-
fig|195.2117.peg.1345,S,-
fig|195.2117.peg.1271,S,-
fig|195.2117.peg.1720,V,-
fig|195.2117.peg.784,S,-
fig|195.2117.peg.1813,S,-
fig|195.2117.peg.1718,Q,-
fig|195.2117.peg.234,P,-
fig|195.2117.peg.1188,V,-
fig|195.2117.peg.1223,P,-
fig|195.2117.peg.463,C,-
fig|195.2117.peg.1224,P,-
fig|195.2117.peg.1346,S,-
fig|195.2117.peg.877,-,-
fig|195.2117.peg.262,K,-
fig|195.2117.peg.1807,S,-
fig|195.2117.peg.1740,S,-
fig|195.2117.peg.1810,E,-
fig|195.2117.peg.253,S,-
fig|195.2117.peg.1785,Q,-
fig|195.2118.peg.1493,NT,-
fig|195.2118.peg.609,I,-
fig|195.2118.peg.1717,S,-
fig|195.2118.peg.1674,HJ,-
fig|195.2118.peg.1205,-,-
fig|195.2118.peg.1349,P,-
fig|195.2118.peg.1011,P,-
fig|195.2118.peg.1212,M,-
fig|195.2118.peg.608,C,-
fig|195.2118.peg.334,S,-
fig|195.2118.peg.1213,M,-
fig|195.2118.peg.1350,P,-
fig|195.2118.peg.1030,U,-
fig|195.2118.peg.1206,L,-
fig|195.2118.peg.1091,HJ,-
fig|195.2118.peg.1710,S,-
fig|195.2119.peg.1855,S,-
fig|195.2119.peg.1771,S,-
fig|195.2119.peg.1812,S,-
fig|195.2119.peg.1872,S,-
fig|195.2119.peg.473,S,-
fig|195.2120.peg.468,S,-
fig|195.2120.peg.462,K,-
fig|195.2120.peg.472,L,-
fig|195.2120.peg.503,L,-
fig|195.2120.peg.1214,-,-
fig|195.2120.peg.1353,Q,-
fig|195.2120.peg.1996,-,-
fig|195.2120.peg.1247,S,-
fig|195.2120.peg.1352,Q,-
fig|195.2120.peg.1964,-,-
fig|195.2120.peg.1506,V,-
fig|195.2120.peg.341,C,-
fig|195.2120.peg.470,-,-
fig|195.2120.peg.1965,-,-
fig|195.2120.peg.463,S,-
fig|195.2120.peg.1729,S,-
fig|195.2120.peg.335,C,-
fig|195.2120.peg.2015,S,-
fig|195.2120.peg.502,H,-
fig|195.2120.peg.1112,K,-
fig|195.2120.peg.710,J,-
fig|195.2120.peg.1343,I,-
fig|195.2120.peg.1953,J,-
fig|195.2120.peg.461,-,-
fig|195.2120.peg.2010,-,-
fig|195.2120.peg.2012,-,-
fig|195.2120.peg.464,S,-
fig|195.2120.peg.2008,S,-
fig|195.2120.peg.2004,S,-
fig|195.2120.peg.1908,-,-
fig|195.2120.peg.1911,-,-
fig|195.2120.peg.465,S,-
fig|195.2120.peg.471,-,-
fig|195.2120.peg.1949,S,-
fig|195.2120.peg.1044,T,-
fig|195.2120.peg.510,P,-
fig|195.2120.peg.473,K,-
fig|195.2120.peg.2007,S,-
fig|195.2120.peg.1788,-,-
fig|195.2120.peg.1830,-,-
fig|195.2120.peg.45,O,-
fig|195.2120.peg.366,G,-
fig|195.2121.peg.339,C,"GO:0005575,GO:0005623,GO:0042597,GO:0044464"
fig|195.2121.peg.679,C,-
fig|195.2121.peg.841,S,-
fig|195.2121.peg.753,S,-
fig|195.2121.peg.666,-,-
fig|195.2121.peg.1712,S,-
fig|195.2121.peg.660,I,-
fig|195.2121.peg.376,NT,-
fig|195.2121.peg.150,V,-
fig|195.2121.peg.1719,S,-
fig|195.2121.peg.106,O,-
fig|195.2121.peg.639,S,-
fig|195.2121.peg.929,U,-
fig|195.2121.peg.638,S,-
fig|195.2121.peg.840,D,-
fig|195.2121.peg.635,K,-
fig|195.2121.peg.1604,M,-
fig|195.2121.peg.1711,S,-
fig|195.2121.peg.637,EGP,-
fig|195.2121.peg.1724,S,-
fig|195.2121.peg.176,G,-
fig|195.2121.peg.752,M,-
fig|195.2121.peg.151,V,-
fig|195.2121.peg.107,O,-
fig|195.2121.peg.1721,S,-
fig|195.2121.peg.636,K,-
fig|195.2121.peg.167,C,-
fig|195.2121.peg.338,C,"GO:0005575,GO:0005623,GO:0042597,GO:0044464"
fig|195.2121.peg.377,NT,-
fig|195.2121.peg.641,G,-
fig|195.2121.peg.105,O,-
fig|195.2121.peg.932,U,-
fig|195.2121.peg.890,M,-
fig|195.2121.peg.987,S,-
fig|195.2122.peg.1747,G,-
fig|195.2122.peg.666,S,-
fig|195.2122.peg.1638,C,-
fig|195.2122.peg.710,M,-
fig|195.2122.peg.756,U,-
fig|195.2122.peg.287,M,-
fig|195.2122.peg.906,-,-
fig|195.2122.peg.440,S,-
fig|195.2122.peg.1027,N,-
fig|195.2122.peg.918,F,-
fig|195.2122.peg.1694,U,-
fig|195.2122.peg.1558,E,-
fig|195.2122.peg.1158,-,-
fig|195.2122.peg.665,LV,-
fig|195.2122.peg.1805,E,-
fig|195.2122.peg.1512,E,-
fig|195.2122.peg.958,S,-
fig|195.2122.peg.709,M,-
fig|195.2122.peg.755,U,-
fig|195.2122.peg.1825,P,-
fig|195.2122.peg.907,-,-
fig|195.2122.peg.1157,-,-
fig|195.2122.peg.288,M,-
fig|195.2122.peg.941,S,-
fig|195.2122.peg.1292,E,-
fig|195.2122.peg.1814,I,-
fig|195.2122.peg.1818,N,-
fig|195.2123.peg.1683,S,-
fig|195.2123.peg.1682,S,-
fig|195.2123.peg.825,V,-
fig|195.2123.peg.1681,S,-
fig|195.2123.peg.1684,LV,-
fig|195.2123.peg.824,V,-
fig|195.2124.peg.1771,S,-
fig|195.2124.peg.1797,S,-
fig|195.2124.peg.1463,G,-
fig|195.2124.peg.1825,-,-
fig|195.2124.peg.1462,G,-
fig|195.2124.peg.554,S,-
fig|195.2124.peg.1820,L,-
fig|195.2124.peg.1786,S,-
fig|195.2124.peg.1821,S,-
fig|195.2124.peg.1721,S,-
fig|195.2124.peg.1259,J,-
fig|195.2124.peg.1829,-,-
fig|195.2124.peg.1814,S,-
fig|195.2124.peg.1153,S,-
fig|195.2124.peg.1698,L,-
fig|195.2125.peg.1640,M,"GO:0003674,GO:0003824,GO:0004553,GO:0005975,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0016787,GO:0016798,GO:0044238,GO:0071704,GO:1901576"
fig|195.2125.peg.1458,C,-
fig|195.2125.peg.1367,U,-
fig|195.2125.peg.1794,G,-
fig|195.2125.peg.1729,NT,-
fig|195.2125.peg.1762,S,-
fig|195.2125.peg.1356,O,-
fig|195.2125.peg.1819,K,-
fig|195.2125.peg.1822,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2125.peg.1301,H,-
fig|195.2125.peg.1834,S,-
fig|195.2125.peg.430,-,-
fig|195.2125.peg.1761,S,-
fig|195.2125.peg.1814,L,-
fig|195.2125.peg.1368,U,-
fig|195.2125.peg.523,EGP,-
fig|195.2125.peg.1817,L,-
fig|195.2125.peg.1808,K,-
fig|195.2125.peg.522,EGP,-
fig|195.2125.peg.1797,S,-
fig|195.2125.peg.1810,K,-
fig|195.2125.peg.1769,S,-
fig|195.2125.peg.1802,S,-
fig|195.2125.peg.1361,U,-
fig|195.2125.peg.1238,L,-
fig|195.2125.peg.1700,M,"GO:0003674,GO:0003824,GO:0004553,GO:0005975,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0016787,GO:0016798,GO:0044238,GO:0071704,GO:1901576"
fig|195.2125.peg.1801,-,-
fig|195.2125.peg.1728,-,-
fig|195.2125.peg.1674,G,-
fig|195.2125.peg.1827,L,-
fig|195.2125.peg.1088,L,-
fig|195.2125.peg.1303,P,-
fig|195.2125.peg.1362,-,-
fig|195.2125.peg.1784,S,-
fig|195.2125.peg.1807,S,-
fig|195.2125.peg.1746,S,-
fig|195.2125.peg.1835,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2126.peg.172,S,-
fig|195.2126.peg.171,S,-
fig|195.2127.peg.658,G,-
fig|195.2127.peg.1658,-,-
fig|195.2127.peg.412,S,-
fig|195.2128.peg.1458,S,-
fig|195.2128.peg.664,C,"GO:0000166,GO:0001505,GO:0003674,GO:0003824,GO:0004029,GO:0004777,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006004,GO:0006082,GO:0006105,GO:0006520,GO:0006536,GO:0006538,GO:0006540,GO:0006807,GO:0008150,GO:0008152,GO:0008911,GO:0009056,GO:0009063,GO:0009064,GO:0009065,GO:0009448,GO:0009450,GO:0009987,GO:0016043,GO:0016052,GO:0016054,GO:0016491,GO:0016620,GO:0016903,GO:0017144,GO:0019299,GO:0019301,GO:0019317,GO:0019318,GO:0019320,GO:0019752,GO:0022607,GO:0032787,GO:0036094,GO:0042133,GO:0042135,GO:0042354,GO:0042355,GO:0042802,GO:0043436,GO:0043648,GO:0043649,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046395,GO:0048037,GO:0050569,GO:0050662,GO:0051259,GO:0051260,GO:0051262,GO:0051287,GO:0051289,GO:0055114,GO:0065003,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0072329,GO:0097159,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606"
fig|195.2128.peg.1865,S,-
fig|195.2128.peg.1180,-,-
fig|195.2128.peg.1802,IQ,-
fig|195.2128.peg.741,EG,-
fig|195.2128.peg.1839,M,-
fig|195.2128.peg.1807,E,-
fig|195.2128.peg.1861,E,-
fig|195.2128.peg.1181,-,-
fig|195.2128.peg.1806,V,-
fig|195.2128.peg.427,I,-
fig|195.2128.peg.1457,S,-
fig|195.2128.peg.663,C,-
fig|195.2128.peg.1804,M,-
fig|195.2128.peg.1500,G,-
fig|195.2128.peg.1022,-,-
fig|195.2128.peg.490,D,-
fig|195.2128.peg.1803,G,-
fig|195.2128.peg.971,-,-
fig|195.2128.peg.1875,S,-
fig|195.2129.peg.789,M,-
fig|195.2129.peg.618,O,-
fig|195.2129.peg.15,S,-
fig|195.2129.peg.1666,-,-
fig|195.2129.peg.14,S,-
fig|195.2129.peg.1733,S,-
fig|195.2129.peg.1736,-,-
fig|195.2129.peg.1730,S,-
fig|195.2129.peg.1727,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2129.peg.619,O,-
